26-May-24 17:40:48 - root - INFO - Starting run.py
26-May-24 17:40:48 - root - INFO - Using default config path : config/default.toml
26-May-24 17:40:48 - root - INFO - Player 1 is using alpha_beta and Player 2 is using human
26-May-24 17:55:07 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:07] "GET /css/index.css HTTP/1.1" 200 6262 0.007509
26-May-24 17:55:07 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:07] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:55:07 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:07] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000998
26-May-24 17:55:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:11] "GET /index.html HTTP/1.1" 200 3292 0.001001
26-May-24 17:55:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:11] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:55:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:11] "GET /css/index.css HTTP/1.1" 200 6291 0.006054
26-May-24 17:55:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:11] "GET /js/index.js HTTP/1.1" 200 8565 0.001002
26-May-24 17:55:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:11] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001001
26-May-24 17:55:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:17] "GET /index.html HTTP/1.1" 200 3292 0.000996
26-May-24 17:55:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:17] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:55:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:17] "GET /css/index.css HTTP/1.1" 200 6296 0.006517
26-May-24 17:55:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:17] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:55:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:17] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001001
26-May-24 17:55:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:20] "GET /index.html HTTP/1.1" 200 3292 0.000000
26-May-24 17:55:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:20] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:55:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:20] "GET /css/index.css HTTP/1.1" 200 6295 0.008416
26-May-24 17:55:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:20] "GET /js/index.js HTTP/1.1" 200 8565 0.001005
26-May-24 17:55:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:20] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:55:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:22] "GET /index.html HTTP/1.1" 200 3292 0.000999
26-May-24 17:55:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:22] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:55:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:22] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000996
26-May-24 17:55:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:22] "GET /css/index.css HTTP/1.1" 200 6295 0.008520
26-May-24 17:55:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:22] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:55:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:26] "GET /index.html HTTP/1.1" 200 3292 0.001508
26-May-24 17:55:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:26] "GET /eel.js HTTP/1.1" 200 6267 0.001000
26-May-24 17:55:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:26] "GET /css/index.css HTTP/1.1" 200 6295 0.007015
26-May-24 17:55:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:26] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:55:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:26] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:55:33 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:33] "GET /index.html HTTP/1.1" 200 3292 0.000997
26-May-24 17:55:33 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:33] "GET /eel.js HTTP/1.1" 200 6267 0.001003
26-May-24 17:55:33 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:33] "GET /css/index.css HTTP/1.1" 200 6264 0.002001
26-May-24 17:55:33 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:33] "GET /js/index.js HTTP/1.1" 200 8565 0.000996
26-May-24 17:55:33 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:33] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:55:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:53] "GET /html/settings.html HTTP/1.1" 200 5075 0.000000
26-May-24 17:55:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:53] "GET /eel.js HTTP/1.1" 200 6267 0.000997
26-May-24 17:55:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:53] "GET /css/settings.css HTTP/1.1" 200 4148 0.001004
26-May-24 17:55:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:53] "GET /js/settings.js HTTP/1.1" 200 4804 0.000000
26-May-24 17:55:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:53] "GET /js/sweetalert2.all.min.js HTTP/1.1" 200 76428 0.000000
26-May-24 17:55:57 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:57] "GET /index.html HTTP/1.1" 200 3292 0.000999
26-May-24 17:55:57 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:57] "GET /eel.js HTTP/1.1" 200 6267 0.001001
26-May-24 17:55:57 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:57] "GET /css/index.css HTTP/1.1" 200 6264 0.000999
26-May-24 17:55:57 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:57] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:55:57 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:55:57] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:19 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:19] "GET /index.html HTTP/1.1" 200 3292 0.000998
26-May-24 17:56:19 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:19] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:56:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:20] "GET /css/index.css HTTP/1.1" 200 6267 0.007459
26-May-24 17:56:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:20] "GET /js/index.js HTTP/1.1" 200 8565 0.001002
26-May-24 17:56:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:20] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:22] "GET /index.html HTTP/1.1" 200 3292 0.001508
26-May-24 17:56:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:22] "GET /eel.js HTTP/1.1" 200 6267 0.000999
26-May-24 17:56:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:22] "GET /css/index.css HTTP/1.1" 200 6267 0.008027
26-May-24 17:56:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:22] "GET /js/index.js HTTP/1.1" 200 8565 0.001002
26-May-24 17:56:22 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:22] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:26] "GET /index.html HTTP/1.1" 200 3292 0.001002
26-May-24 17:56:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:26] "GET /eel.js HTTP/1.1" 200 6267 0.000998
26-May-24 17:56:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:26] "GET /css/index.css HTTP/1.1" 200 6266 0.008018
26-May-24 17:56:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:26] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:56:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:26] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:37 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:37] "GET /index.html HTTP/1.1" 200 3292 0.000000
26-May-24 17:56:37 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:37] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:56:37 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:37] "GET /css/index.css HTTP/1.1" 200 6267 0.007097
26-May-24 17:56:37 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:37] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:56:37 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:37] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:44] "GET /index.html HTTP/1.1" 200 3292 0.000000
26-May-24 17:56:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:44] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:56:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:44] "GET /css/index.css HTTP/1.1" 200 6268 0.007055
26-May-24 17:56:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:44] "GET /js/index.js HTTP/1.1" 200 8565 0.001004
26-May-24 17:56:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:44] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:56:51 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:51] "GET /index.html HTTP/1.1" 200 3292 0.001000
26-May-24 17:56:51 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:51] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:56:51 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:51] "GET /css/index.css HTTP/1.1" 200 6269 0.006997
26-May-24 17:56:51 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:51] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:56:51 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:56:51] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 17:57:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:17] "GET /index.html HTTP/1.1" 200 3292 0.001001
26-May-24 17:57:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:17] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:57:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:17] "GET /css/index.css HTTP/1.1" 200 6270 0.007999
26-May-24 17:57:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:17] "GET /js/index.js HTTP/1.1" 200 8565 0.001134
26-May-24 17:57:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:17] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001005
26-May-24 17:57:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:25] "GET /index.html HTTP/1.1" 200 3292 0.001086
26-May-24 17:57:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:25] "GET /eel.js HTTP/1.1" 200 6267 0.001003
26-May-24 17:57:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:25] "GET /css/index.css HTTP/1.1" 200 6271 0.006509
26-May-24 17:57:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:25] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:57:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:25] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001001
26-May-24 17:57:39 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:39] "GET /index.html HTTP/1.1" 200 3292 0.000000
26-May-24 17:57:39 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:39] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:57:39 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:39] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:57:39 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:39] "GET /css/index.css HTTP/1.1" 200 6269 0.007001
26-May-24 17:57:39 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:39] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:57:46 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:46] "GET /index.html HTTP/1.1" 200 3292 0.001001
26-May-24 17:57:46 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:46] "GET /eel.js HTTP/1.1" 200 6267 0.001006
26-May-24 17:57:46 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:46] "GET /css/index.css HTTP/1.1" 200 6266 0.000995
26-May-24 17:57:46 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:46] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:57:46 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:57:46] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:58:23 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:23] "GET /index.html HTTP/1.1" 200 3296 0.012033
26-May-24 17:58:23 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:23] "GET /eel.js HTTP/1.1" 200 6267 0.001009
26-May-24 17:58:23 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:23] "GET /css/index.css HTTP/1.1" 200 6266 0.001008
26-May-24 17:58:23 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:23] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:58:23 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:23] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:58:31 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:31] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:58:31 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:31] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:31 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:31] "GET /css/index.css HTTP/1.1" 200 6249 0.002096
26-May-24 17:58:31 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:31] "GET /js/index.js HTTP/1.1" 200 8565 0.000995
26-May-24 17:58:31 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:31] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:58:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:47] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:58:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:47] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:47] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001253
26-May-24 17:58:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:47] "GET /css/index.css HTTP/1.1" 200 6264 0.008002
26-May-24 17:58:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:47] "GET /js/index.js HTTP/1.1" 200 8565 0.000999
26-May-24 17:58:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:52] "GET /index.html HTTP/1.1" 200 3296 0.001007
26-May-24 17:58:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:52] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:52] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001510
26-May-24 17:58:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:52] "GET /css/index.css HTTP/1.1" 200 6298 0.007006
26-May-24 17:58:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:52] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:58:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:53] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:58:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:53] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:53] "GET /css/index.css HTTP/1.1" 200 6298 0.001002
26-May-24 17:58:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:53] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:58:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:53] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:58:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:56] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:58:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:56] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:56] "GET /css/index.css HTTP/1.1" 200 6299 0.007005
26-May-24 17:58:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:56] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:58:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:56] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:58:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:59] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:58:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:59] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 17:58:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:59] "GET /css/index.css HTTP/1.1" 200 6298 0.002517
26-May-24 17:58:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:59] "GET /js/index.js HTTP/1.1" 200 8565 0.000997
26-May-24 17:58:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:58:59] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 17:59:01 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:59:01] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 17:59:01 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:59:01] "GET /eel.js HTTP/1.1" 200 6267 0.001001
26-May-24 17:59:01 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:59:01] "GET /css/index.css HTTP/1.1" 200 6264 0.004997
26-May-24 17:59:01 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:59:01] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 17:59:01 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 17:59:01] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:01:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:25] "GET /index.html HTTP/1.1" 200 3296 0.000000
26-May-24 18:01:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:25] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:01:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:25] "GET /css/index.css HTTP/1.1" 200 6853 0.007999
26-May-24 18:01:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:25] "GET /js/index.js HTTP/1.1" 200 8565 0.000507
26-May-24 18:01:25 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:25] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:01:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:34] "GET /index.html HTTP/1.1" 200 3336 0.007511
26-May-24 18:01:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:34] "GET /eel.js HTTP/1.1" 200 6267 0.001010
26-May-24 18:01:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:34] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:01:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:34] "GET /css/index.css HTTP/1.1" 200 6853 0.000000
26-May-24 18:01:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:34] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:01:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:53] "GET /index.html HTTP/1.1" 200 3336 0.000000
26-May-24 18:01:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:53] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:01:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:53] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:01:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:53] "GET /css/index.css HTTP/1.1" 200 5128 0.007522
26-May-24 18:01:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:01:53] "GET /js/index.js HTTP/1.1" 200 8565 0.001000
26-May-24 18:02:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:02:11] "GET /index.html HTTP/1.1" 200 3287 0.009513
26-May-24 18:02:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:02:11] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:02:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:02:11] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000999
26-May-24 18:02:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:02:11] "GET /css/index.css HTTP/1.1" 200 5128 0.001004
26-May-24 18:02:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:02:11] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:03:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:32] "GET /index.html HTTP/1.1" 200 3287 0.000999
26-May-24 18:03:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:32] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:03:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:32] "GET /css/index.css HTTP/1.1" 200 5220 0.009127
26-May-24 18:03:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:32] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:03:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:32] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001013
26-May-24 18:03:41 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:41] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:03:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:42] "GET /eel.js HTTP/1.1" 200 6267 0.001002
26-May-24 18:03:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:42] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:03:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:42] "GET /css/index.css HTTP/1.1" 200 5239 0.007033
26-May-24 18:03:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:42] "GET /js/index.js HTTP/1.1" 200 8565 0.001002
26-May-24 18:03:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:47] "GET /index.html HTTP/1.1" 200 3287 0.000995
26-May-24 18:03:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:47] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:03:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:47] "GET /css/index.css HTTP/1.1" 200 5258 0.006229
26-May-24 18:03:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:47] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:03:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:03:47] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
